SMILES,N2
CP(C)(*)=N*,1.27
C[Ge](C)(C)C1CCCCC1C(*)=C*,39.5
C[Si](*)(CCC(F)(F)F)O*,88.3
C[Si](*)(O*)C1=CC=CC=C1,8.59
C[Si](C)(*)C*,37.95
C[Si](C)(*)C1=CC(=CC=C1)[Si](C)(C)*,31.9
C[Si](C)(*)C1=CC=C(C=C1)[Si](C)(C)*,3.39
C[Si](C)(*)C1=CC=C(C=C1)[Si](C)(C)CC*,0.257
C[Si](C)(*)C=C[Si](C)(C)O*,186.0
C[Si](C)(*)CCC*,3.0
C[Si](C)(*)CCCCCCCC[Si](C)(C)*,76.2
C[Si](C)(*)CCCCCC[Si](C)(C)*,81.0
C[Si](C)(*)O*,351.0
C[Si](C)(C(*)C*)C1=CC=CC=C1,0.45
C[Si](C)(C)C(*)C*,11.0
C[Si](C)(C)C(C1=CC=C(C=C1)C(*)C*)[Si](C)(C)C,10.1
C[Si](C)(C)C1=CC(=CC=C1)C(*)=C(*)C1=CC=CC=C1,610.0
C[Si](C)(C)C1=CC=C(C=C1)C(*)=C(*)C1=CC2=C(C=C1)C1=C(C2)C=CC=C1,950.0
C[Si](C)(C)C1=CC=C(C=C1)C(*)=C(*)C1=CC2=C(C=C1)C1=C(C=CC=C1)C=C2,190.0
C[Si](C)(C)C1=CC=C(C=C1)C(*)=C(*)C1=CC=C2C3=C(C=CC=C3)C3(CC3)C2=C1,540.0
C[Si](C)(C)C1=CC=C(C=C1)C(*)=C(*)C1=CC=C2CCCC2=C1,170.0
C[Si](C)(C)C1=CC=C(C=C1)C(*)=C(*)C1=CC=CC=C1,550.0
C[Si](C)(C)C1=CC=C(C=C1)C(*)C*,16.0
C[Si](C)(C)C1=CC=C(C=C1)C1=CC=C(C=C1)C(*)=C(*)C1=CC=CC=C1,160.0
C[Si](C)(C)C1=CC=C(OP(*)(OC2=CC=CC=C2)=NP(OC2=CC=C(Br)C=C2)(OC2=CC=C(C=C2)[Si](C)(C)C)=N*)C=C1,9.4
C[Si](C)(C)C1C2C(C1[Si](C)(C)C)C1CC2C(*)C1*,1240.0
C[Si](C)(C)C1CC(*)CC1\C=C\*,7.2
C[Si](C)(C)C1CC2C1C1CC2C(*)C1*,390.0
C[Si](C)(C)C1CC2CC1C(*)C2*,2500.0
C[Si](C)(C)CC1=CC=C(C=C1)C(*)=C(*)C1=CC=CC=C1,44.0
C[Si](C)(C)CC1=CC=C(C=C1)C(*)C*,25.8
C[Si](C)(C)C[Si](C)(C)C1CC(*)CC1\C=C\*,3.7
C[Si](C)(C)O[Si](O[Si](C)(C)C)(O[Si](C)(C)C)C1C2C(C1[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)C(C*)CC2C*,75.0
C[Si](C)(C)O[Si](O[Si](C)(C)C)(O[Si](C)(C)C)C1C2C(C1[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)C(CC2C=*)C=*,100.0
C[Si](C)(C1=CC2=C(C=C1)C(=O)N(*)C2=O)C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(OC2=CC=C(*)C=C2)C=C1,0.104
C[Si](C)(C1=CC=C(C=C1)C(*)=O)C1=CC=C(C=C1)C(*)=O,1.37
C[Si](C)(C1=CC=C2C(=O)N(*)C(=O)C2=C1)C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(*)C=C1,0.105
C[Si](C)(C1=CC=C2C(=O)N(*)C(=O)C2=C1)C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(C=C1)C1=CC=C(*)C=C1,0.109
C[Si](C)(C1=CC=C2C(=O)N(*)C(=O)C2=C1)C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(OC2=CC=C(*)C=C2)C=C1,0.104
C[Si](C)(C1=CC=CC=C1)C1=CC=C(OP(*)(OC2=CC=CC=C2)=NP(OC2=CC=C(Br)C=C2)(OC2=CC=C(C=C2)[Si](C)(C)C2=CC=CC=C2)=N*)C=C1,2.2
C[Si](C)(CCCC(F)(F)F)C1=CC=C(C=C1)C(*)C*,11.8
C[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=C(OP(*)(OC2=CC=CC=C2)=NP(OC2=CC=C(Br)C=C2)(OC2=CC=C(C=C2)[Si](C)(C2=CC=CC=C2)C2=CC=CC=C2)=N*)C=C1,0.31
C\C(*)=C(/*)C1=CC=C(C=C1)[Si](C)(C)C,100.0
C\C(*)=C(/*)[Si](C)(C)C,6600.0
C\C(*)=C(/*)[Si](C)(C)C1=CC=CC=C1,1.2
C\C(C*)=C(\C)C*,0.472
C\C(C*)=C\C*,8.75
ClC(*)C*,0.0109
ClC(*)CCCC(*)S(Cl)(=O)=O,0.9550000000000001
ClC(Cl)(*)C*,0.000939
ClC(Cl)=C(C1=CC=C(*)C=C1)C1=CC=C(OC(=O)O*)C=C1,0.26
ClC1=CC(*)=CC=C1CC1=C(Cl)C=C(C=C1)N1C(=O)C2=CC=C(C=C2C1=O)C1=CC2=C(C=C1)C(=O)N(*)C2=O,0.0107
ClC1=CC(C*)=C(Cl)C=C1C*,0.0271
ClC1=CC(C*)=CC=C1C*,0.006
ClC1=CC(CC2=CC(Cl)=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C2=CC3=C(C=C2)C(=O)N(*)C3=O)=CC=C1*,0.0307
ClC1=CC=C(C=C1)C(*)C*,0.23
ClCC(*)CO*,0.24
ClCC(C*)O*,0.44
Cl\C(C*)=C\C*,2.0700000000000003
FC(*)C*,0.0015500000000000002
FC(F)(*)C(F)(Cl)CC*,0.061
FC(F)(*)C(F)(F)CC*,0.182
FC(F)(*)C*,0.0223
FC(F)(*)C1(F)OC(F)(F)C(F)(F)C1(F)C(F)(F)*,5.0
FC(F)(F)C(*)(C1=CC2=C(C=C1)C(=O)N1C3=C(C=C(C=C3)C3=CC4=C(C=C3)N=C3N4C(=O)C4=C3C=CC(*)=C4)N=C21)C(F)(F)F,1.44
FC(F)(F)C(*)(C1=CC2=C(C=C1)C(=O)N1C3=C(C=C(OC4=CC5=C(C=C4)N=C4N5C(=O)C5=C4C=CC(*)=C5)C=C3)N=C21)C(F)(F)F,0.81
FC(F)(F)C(*)(C1=CC=C(C=C1)C1=CC=C(*)C=C1)C(F)(F)F,41.0
FC(F)(F)C(*)(C1=CC=C(C=C1)C1=NC2=C(O1)C=CC(=C2)C(C1=CC=C2OC(=NC2=C1)C1=CC=C(C=C1)C(C1=CC=C2C3=NC4=C(C=CC(=C4)C4=CC5=C(C=C4)N=C4N5C(=O)C5=C4C=C(*)C=C5)N3C(=O)C2=C1)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,85.0
FC(F)(F)C(*)(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=C(*)C=C1,6.6
FC(F)(F)C(*)(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(*)C=C1,9.0
FC(F)(F)C(*)(C1=CC=CC=C1)C1=CC=C(OC2=CC=C(*)C=C2)C=C1,0.69
FC(F)(F)C(*)(C1=CC=CC=C1)C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(OC3=CC=C(*)C=C3)C=C2)C=C1,0.15
FC(F)(F)C(C1=CC(*)=C(C=C1)C(*)=O)(C1=CC=C2C3=NC4=CC5=C(C=C4N3C(=O)C2=C1)N(*)C(*)=N5)C(F)(F)F,2.58
FC(F)(F)C(C1=CC(*)=CC=C1)(C1=CC(=CC=C1)C1=NN=C(*)N1C1=CC=CC=C1)C(F)(F)F,5.93
FC(F)(F)C(C1=CC(*)=CC=C1)(C1=CC=CC(=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(=O)C1=CC2C(C=C1)C(=O)N(*)C2=O)C(F)(F)F,0.047
FC(F)(F)C(C1=CC(Br)=C(O*)C(Br)=C1)(C1=CC(Br)=C(OC(*)=O)C(Br)=C1)C(F)(F)F,1.8
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC2=C(C=C1)C(=O)N(C2=O)C1=CC2=C(C=C1)C1C3=C(C=CC=C3)C2C2=C1C=C(*)C=C2)C(F)(F)F ,10.7
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC2=C(C=C1)C(=O)N(C2=O)C1=CC2=CC=C3OC4CC(C3=C2C=C1)C1=C(O4)C=CC2=C1C=CC(*)=C2)C(F)(F)F,1.1
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC2=C(C=C1)C(=O)N(C2=O)C1=CC2=CC=C3OC4OC5=CC=C6C=C(*)C=CC6=C5C4C3=C2C=C1)C(F)(F)F,1.2
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC2=C(C=C1)C(=O)N(C2=O)C1=CC=C(C=C1)C1(C2=C(C=CC=C2)C2=C1C=CC=C2)C1=CC=C(*)C=C1)C(F)(F)F,3.3
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC2=C(C=C1)C(=O)N(C2=O)C1=CC=C(OC2=C(C3=C(C=CC=C3)C=C2)C2=C(OC3=CC=C(*)C=C3)C=CC3=C2C=CC=C3)C=C1)C(F)(F)F,0.4
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC2=C(C=C1)C(=O)N(C2=O)C1=CC=CC=C1OC1=C(C2=C(C=CC=C2)C=C1)C1=C(OC2=C(*)C=CC=C2)C=CC2=C1C=CC=C2)C(F)(F)F,0.13
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=C(Cl)C=C(CC2=CC=C(*)C(Cl)=C2)C=C1)C(F)(F)F,0.269
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC(*)=CC=C1)C(F)(F)F,0.345
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC(=CC=C1)C(C1=CC=CC(*)=C1)(C(F)(F)F)C(F)(F)F)C(F)(F)F,0.261
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC2=C(C=C1)C1C3=C(C=CC=C3)C2C2=C1C=CC(*)=C2)C(F)(F)F,5.32
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC2=C(C=C1)C1C=CC(*)=CC1C2)C(F)(F)F,0.8805000000000001
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC2=C(C=C1)C1C=CC(*)=CC1C2=O)C(F)(F)F,0.339
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(C=C1)C1=NN=C(O1)C1=CC=C(*)C=C1)C(F)(F)F,0.61
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(CC2=CC=C(*)C=C2)C=C1)C(F)(F)F,0.563
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(OC2=CC=C(*)C=C2)C=C1)C(F)(F)F,0.8274999999999999
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(SC2=CC=C(*)C=C2)C=C1)C(F)(F)F,0.87
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(SC2=CC=C(SC3=CC=C(*)C=C3)C=C2)C=C1)C(F)(F)F,0.34
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(SC2=CC=C(SC3=CC=C(SC4=CC=C(*)C=C4)C=C3)C=C2)C=C1)C(F)(F)F,0.37
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(SC2=CC=C(SC3=CC=C(SC4=CC=C(SC5=CC=C(*)C=C5)C=C4)C=C3)C=C2)C=C1)C(F)(F)F,0.29
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=CC(*)=C1)C(F)(F)F,0.49350000000000005
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=CC(OC2=CC(*)=CC=C2)=C1)C(F)(F)F,0.1
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)\C2=N/*)(C1=CC=C2C(=C1)C(=O)N1C3=CC=CC(OC4=CC=C(*)C(*)=C4)=C3N=C21)C(F)(F)F,1.215
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(C2=O)C1=CC(=CC=C1)C(C1=CC(*)=CC=C1)(C(F)(F)F)C(F)(F)F)(C1=CC=C2C(=O)N(*)C(=O)C2=C1)C(F)(F)F,0.261
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(C2=O)C1=CC=C(C=C1)N(C1=CC=C(*)C=C1)C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=C2C(=O)N(*)C(=O)C2=C1)C(F)(F)F,0.45
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(C2=O)C1=CC=C(CC2=CC=C(*)C=C2)C=C1)(C1=CC=C2C(=O)N(*)C(=O)C2=C1)C(F)(F)F,0.81
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(C2=O)C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C2C(=O)N(*)C(=O)C2=C1)C(F)(F)F,0.83
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(C2=O)C1=CC=C(OC2=CC=C(C=C2)C2(C3=C(C=CC=C3)C3=C2C=CC=C3)C2=CC=C(OC3=CC=C(*)C=C3)C=C2)C=C1)(C1=CC=C2C(=O)N(*)C(=O)C2=C1)C(F)(F)F,1.26
FC(F)(F)C(C1=CC2C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC(*)=CC=C1)C(F)(F)F,0.447
FC(F)(F)C(C1=CC2C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC(OC2=CC=CC(*)=C2)=CC=C1)C(F)(F)F,0.1
FC(F)(F)C(C1=CC2C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(*)C=C1)C(F)(F)F,0.5895
FC(F)(F)C(C1=CC2C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=C(*)C=C1)C(F)(F)F,1.24
FC(F)(F)C(C1=CC2C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NC2=CC=C(*)C=C2)C=C1)C(F)(F)F,0.27
FC(F)(F)C(C1=CC2C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NC2=CC=C(*)C=C2)C=C1)C(F)(F)F,0.39
FC(F)(F)C(C1=CC2C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=CC(*)=C1)C(F)(F)F,0.363
FC(F)(F)C(C1=CC2C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=CC(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NC2=CC=C(*)C=C2)=C1)C(F)(F)F,0.08
FC(F)(F)C(C1=CC2C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=CC(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NC2=CC=C(*)C=C2)=C1)C(F)(F)F,0.2
FC(F)(F)C(C1=CC2N=C(*)OC2C=C1)(C1=CC=C2OC(=NC2=C1)C1=CC2=C(C=C1)C=C(*)C=C2)C(F)(F)F,0.21
FC(F)(F)C(C1=CC2N=C(*)OC2C=C1)(C1=CC=C2OC(=NC2=C1)C1=CC=C(C=C1)C(=O)C1=CC=C(*)C=C1)C(F)(F)F,0.55
FC(F)(F)C(C1=CC2N=C(OC2C=C1)C1=CC(*)=CC=C1)(C1=CC=C2OC(=NC2=C1)C1=CC=CC(*)=C1)C(F)(F)F,48.0
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(C=C1)C1=NC2=C(O1)C=CC(=C2)C(C1=CC2=C(OC(*)=N2)C=C1)(C(F)(F)F)C(F)(F)F)C(F)(F)F,317.0
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(C=C1)C1=NC2=C(O1)C=CC(=C2)C(C1=CC=C2OC(*)=NC2=C1)(C(F)(F)F)C(F)(F)F)C(F)(F)F,284.0
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(C=C1)C1=NC2=CC(=CC=C2O1)C(C1=CC2N=C(*)OC2C=C1)(C(F)(F)F)C(F)(F)F)C(F)(F)F,3.4
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(C=C1)C1=NN=C(*)O1)C(F)(F)F,6.1
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(C=C1)N1C(=O)C2=C(C=C(C=C2)C(C2=CC=C3C(=O)N(*)C(=O)C3=C2)(C(F)(F)F)C(F)(F)F)C1=O)C(F)(F)F,3.4
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(C=C1)N1C(=O)C2=C(C=C3C(=O)N(*)C(=O)C3=C2)C1=O)C(F)(F)F,1.39
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(C=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(=O)C1=CC2=C(C=C1)C(=O)N(*)C2=O)C(F)(F)F,0.3
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(C=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(=O)C1=CC2C(C=C1)C(=O)N(*)C2=O)C(F)(F)F,0.31
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(C=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(=O)C1=CC=C2C(=O)N(*)C(=O)C2=C1)C(F)(F)F,0.45
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(C=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C(F)(F)F)C(F)(F)F)C(F)(F)F,3.47
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(C=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(C1=CC=C2C(=O)N(*)C(=O)C2=C1)(C(F)(F)F)C(F)(F)F)C(F)(F)F,3.22
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(C=C1)N1C(=O)C2=CC=C(C=C2C1=O)C1=CC2=C(C=C1)C(=O)N(*)C2=O)C(F)(F)F,0.9784999999999999
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(C=C1)N1C(=O)C2=CC=C(C=C2C1=O)C1=CC2C(C=C1)C(=O)N(*)C2=O)C(F)(F)F,1.21
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(O*)C3=C2C=CC=C3)C=C1)C(F)(F)F,0.325
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=CC(=C2)C2=CC=CC(=C2)C(=O)C2=CC=C(O*)C=C2)C=C1)C(F)(F)F,0.0792
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=CC=C2C2=C(C=CC=C2)C(=O)C2=CC=C(O*)C=C2)C=C1)C(F)(F)F,0.146
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C=C1)C(F)(F)F,0.4315
FC(F)(F)C(C1=CC=C(C=C1)C(*)=O)(C1=CC=C(C=C1)C(=O)NC1=CC(N*)=CC=C1)C(F)(F)F,0.4
FC(F)(F)C(C1=CC=C(N*)C=C1)(C1=CC=C(NC(=O)C2=CC(=CC(=C2)C2=CC=CC=C2)C(*)=O)C=C1)C(F)(F)F,1.2
FC(F)(F)C(C1=CC=C(N*)C=C1)(C1=CC=C(NC(=O)C2=CC(=CC=C2)C(*)=O)C=C1)C(F)(F)F,0.42
FC(F)(F)C(C1=CC=C(O*)C=C1)(C1=CC=C(OC(*)=O)C=C1)C(F)(F)F,1.7
FC(F)(F)C(C1=CC=C(O*)C=C1)(C1=CC=C(OC(=O)C2=CC=C(C=C2)C(*)=O)C=C1)C(F)(F)F,2.95
FC(F)(F)C(C1=CC=C(O*)C=C1)(C1=CC=C(OC(=O)C2=CC=CC(=C2)C(*)=O)C=C1)C(F)(F)F,0.89
FC(F)(F)C(C1=CC=C(O*)C=C1)(C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(C=C2)C(C2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)(C(F)(F)F)C(F)(F)F)C=C1)C(F)(F)F,0.76
FC(F)(F)C(C1=CC=C(O*)C=C1)(C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1)C(F)(F)F,0.67
FC(F)(F)C(C1=CC=C(OC(=O)C2=CC3=C(C=C2)C(=O)N(*)C3=O)C=C1)(C1=CC=C(OC(=O)C2=CC=C3C(=O)N(C(=O)C3=C2)C2=CC=C(*)C=C2)C=C1)C(F)(F)F,0.0355
FC(F)(F)C(C1=CC=C(OC(=O)C2=CC3=C(C=C2)C(=O)N(*)C3=O)C=C1)(C1=CC=C(OC(=O)C2=CC=C3C(=O)N(C(=O)C3=C2)C2=CC=C(C=C2)C2=CC=C(*)C=C2)C=C1)C(F)(F)F,0.0517
FC(F)(F)C(C1=CC=C(OC(=O)C2=CC3=C(C=C2)C(=O)N(*)C3=O)C=C1)(C1=CC=C(OC(=O)C2=CC=C3C(=O)N(C(=O)C3=C2)C2=CC=C(CC3=CC=C(*)C=C3)C=C2)C=C1)C(F)(F)F,0.164
FC(F)(F)C(C1=CC=C(OC(=O)C2=CC3=C(C=C2)C(=O)N2C4=C(C=C(*)C=C4)N=C32)C=C1)(C1=CC=C(OC(=O)C2=CC=C3C4=NC5=C(C=C(*)C=C5)N4C(=O)C3=C2)C=C1)C(F)(F)F,0.155
FC(F)(F)C(C1=CC=C(OC2=CC(*)=CC=C2)C=C1)(C1=CC=C(OC2=CC(=CC=C2)N2C(=O)C3=CC=C(C=C3C2=O)C(C2=CC3=C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C=C1)C(F)(F)F,0.241
FC(F)(F)C(C1=CC=C(OC2=CC(=CC=C2)N2C(=O)C3=CC4C(C=C3C2=O)C(=O)N(*)C4=O)C=C1)(C1=CC=C(OC2=CC=CC(*)=C2)C=C1)C(F)(F)F,0.29
FC(F)(F)C(C1=CC=C(OC2=CC3=C(C=C2)C(=O)N(*)C3=O)C=C1)(C1=CC=C(OC2=CC=C3C(=O)N(C(=O)C3=C2)C2=CC=C(CC3=CC=C(*)C=C3)C=C2)C=C1)C(F)(F)F,0.076
FC(F)(F)C(C1=CC=C(OC2=CC3=C(C=C2)C(=O)N(*)C3=O)C=C1)(C1=CC=C(OC2=CC=C3C(=O)N(C(=O)C3=C2)C2=CC=C(OC3=CC=C(*)C=C3)C=C2)C=C1)C(F)(F)F,0.084
FC(F)(F)C(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C(OC2=CC=C(C=C2)N2C(=C)C3=CC=C4C(=C)N(*)C(=C)C5=C4C3=C(C=C5)C2=C)C=C1)C(F)(F)F,0.72
FC(F)(F)C(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=C(C=C4C(=O)N(*)C(=O)C4=C3)C2=O)C=C1)C(F)(F)F,0.943
FC(F)(F)C(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=CC4=C(C=C3C2=O)C(=O)N(*)C4=O)C=C1)C(F)(F)F,0.658
FC(F)(F)C(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=CC4C(C=C3C2=O)C(=O)N(*)C4=O)C=C1)C(F)(F)F,0.66
FC(F)(F)C(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C(=O)C2=CC=C3C(=O)N(*)C(=O)C3=C2)C=C1)C(F)(F)F,0.195
FC(F)(F)C(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C(C2=CC3=C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C=C1)C(F)(F)F,0.982
FC(F)(F)C(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C(C2=CC=C3C(=O)N(*)C(=O)C3=C2)(C(F)(F)F)C(F)(F)F)C=C1)C(F)(F)F,0.981
FC(F)(F)C(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C2=CC3=C(C=C2)C(=O)N(*)C3=O)C=C1)C(F)(F)F,0.305
FC(F)(F)C(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C2=CC=C3C(=O)N(*)C(=O)C3=C2)C=C1)C(F)(F)F,0.245
FC(F)(F)C(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3C=CC(=CC3C2=O)C(C2=CC3C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C=C1)C(F)(F)F,0.98
FC(F)(F)C(C1=CC=C(OC2=CC=CC(*)=C2)C=C1)(C1=CC=C(OC2=CC=CC(=C2)N2C(=O)C3=CC4=C(C=C3C2=O)C(=O)N(*)C4=O)C=C1)C(F)(F)F,0.292
