SMILES,CH4
CC1=CC(=CC(C)=C1N*)C(C)(C)C1=CC(C)=C(NC(=O)C2=CC=C(OC3=C(C=C(OC4=CC=C(C=C4)C(*)=O)C(=C3)C(C)(C)C)C(C)(C)C)C=C2)C(C)=C1,2.24
CC1=CC(=CC(C)=C1O*)C(C)(C)C1=CC(=CC=C1)C(C)(C)C1=CC(C)=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C(C)=C1,0.28
CC1=CC(=CC(C)=C1O*)C(C)(C)C1=CC(C)=C(OC(*)=O)C(C)=C1,0.89
CC1=CC(=CC(C)=C1O*)C(C)(C)C1=CC(C)=C(OC(=O)C2=CC(=CC(=C2)C(*)=O)C(C)(C)C)C(C)=C1,2.7155
CC1=CC(=CC(C)=C1O*)C(C)(C)C1=CC(C)=C(OC(=O)C2=CC(=CC=C2)C(=O)O*)C(C)=C1,0.53
CC1=CC(=CC(C)=C1O*)C(C)(C)C1=CC(C)=C(OC(=O)C2=CC=C(C=C2)C(=O)O*)C(C)=C1,1.32
CC1=CC(=CC(C)=C1O*)C(C)(C)C1=CC(C)=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C(C)=C1,1.1
CC1=CC(=CC(C)=C1O*)C(C)(C)C1=CC(C)=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C(C)=C1,0.95
CC1=CC(=CC(C)=C1O*)C(C)(C)C1=CC=C(C=C1)C(C)(C)C1=CC(C)=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C(C)=C1,0.6
CC1=CC(=CC(C)=C1O*)C(C1=CC(C)=C(OC(*)=O)C(C)=C1)(C(F)(F)F)C(F)(F)F,2.7945
CC1=CC(=CC(C)=C1O*)C(C1=CC(C)=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C(C)=C1)(C(F)(F)F)C(F)(F)F,3.0
CC1=CC(=CC(C)=C1O*)C1(C2C=CC=CC2C2C=CC=CC12)C1=CC(C)=C(OC(=O)C2=CC(=CC(=C2)C(*)=O)C(C)(C)C)C(C)=C1,6.55
CC1=CC(=CC(C)=C1O*)C1=CC(C)=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C(C)=C1,0.925
CC1=CC(=CC(OC2=CC3=C(C=C2)C(=O)N(C3=O)C2=C(C)C(C)=C(*)C(C)=C2C)=C1OC1=CC=C2C(=O)N(*)C(=O)C2=C1)C(C)(C)C,2.2
CC1=CC(=CC=C1)C(=O)OC(*)C*,0.118
CC1=CC(=CC=C1)C1=CC(O*)=CC=C1OC1=CC=C(C=C1)C(=O)C1=CC=C(*)C=C1,0.024
CC1=CC(=CC=C1)C1=CC(O*)=CC=C1OC1=CC=CC(*)=C1C#N,0.05
CC1=CC(=CC=C1*)C(C)(C)C1=CC(C)=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C=C1,0.0706
CC1=CC(=CC=C1*)C1(CCCCC1)C1=CC(C)=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C=C1,0.0393
CC1=CC(=CC=C1NC(=O)C1=CC=C(OC2=C(C=C(OC3=CC=C(C=C3)C(*)=O)C(=C2)C(C)(C)C)C(C)(C)C)C=C1)C(C)(C)C1=CC(C)=C(N*)C=C1,0.9
CC1=CC(=CC=C1O*)C1(OC(=O)C2=C1C=CC=C2)C1=CC(C)=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,0.0727
CC1=CC(=CC=C1O*)C1(OC(=O)C2C=CC=CC12)C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C(C)=C1,0.0701
CC1=CC(=CC=C1OC(=O)C1=CC=C(C=C1)C(=O)O*)C1(OC(=O)C2=C1C=CC=C2)C1=CC(C)=C(O*)C=C1,0.18
CC1=CC(C)=C(*)C(C)=C1N1C(=O)C2=CC=C(C=C2C1=O)C(C1=CC2C(C=C1)C(=O)N(*)C2=O)(C(F)(F)F)C(F)(F)F,24.2
CC1=CC(C)=C(*)C(C)=C1N1C(=O)C2=CC=C(C=C2C1=O)C1=CC2=C(C=C1)C(=O)N(*)C2=O,8.0
CC1=CC(C)=C(N2C(=O)C3=C(C=C(C=C3)C(C3=CC4=C(C=C3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)C2=O)C(C)=C1*,24.55
CC1=CC(C)=C(N2C(=O)C3=C(C=C(C=C3)C(C3=CC=C4C(=O)N(*)C(=O)C4=C3)(C(F)(F)F)C(F)(F)F)C2=O)C(C)=C1*,17.6
CC1=CC(C)=C(N2C(=O)C3=CC=C(C=C3C2=O)C(=O)C2=CC3C(C=C2)C(=O)N(*)C3=O)C(C)=C1*,1.25
CC1=CC(C)=C(N2C(=O)C3=CC=C(C=C3C2=O)C(C2=CC3=C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C(C)=C1*,24.5
CC1=CC(C)=C(N2C(=O)C3=CC=C(C=C3C2=O)C(C2=CC=C3C(=O)N(*)C(=O)C3=C2)(C(F)(F)F)C(F)(F)F)C(C)=C1*,15.1
CC1=CC(C)=C(N2C(=O)C3=CC=C(C=C3C2=O)C2=CC3C(C=C2)C(=O)N(*)C3=O)C(C)=C1*,8.08
CC1=CC(C2=CC(C)=C(*)C3=C2C=CC=C3)=C2C=CC=CC2=C1N1C(=O)C2=C(C=C(C=C2)C(C)(C)C2=CC3C(C=C2)C(=O)N(*)C3=O)C1=O,39.9
CC1=CC(C2=CC(C)=C(*)C3=C2C=CC=C3)=C2C=CC=CC2=C1N1C(=O)C2=CC3=C(C=C2C1=O)C1(C)C2=CC4=C(C=C2C3(C)C2=C1C=CC=C2)C(=O)N(*)C4=O,187.0
CC1=CC(C2=CC(C)=C(*)C3=C2C=CC=C3)=C2C=CC=CC2=C1N1C(=O)C2=CC3=C(C=C2C1=O)C1(CC(C)(C)C2=CC4=C(C=C12)C(=O)N(*)C4=O)CC3(C)C,359.0
CC1=CC(C2=CC(C)=C(*)C3=C2C=CC=C3)=C2C=CC=CC2=C1N1C(=O)C2=CC3=C(OC4=CC5=C(C=C4O3)C(C)(C)CC53CC(C)(C)C4=CC5=C(OC6=CC7=C(C=C6O5)C(=O)N(*)C7=O)C=C34)C=C2C1=O,215.0
CC1=CC(C2=CC(C)=C(N3C(=O)C4=CC5=C(C=C4C3=O)C3(C)CCC5(C)C4=CC5=C(C=C34)C(=O)N(*)C5=O)C3=C2C=CC=C3)=C2C=CC=CC2=C1*,306.5
CC1=CC(CC2=CC(C)=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C(C2=CC3=C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)=CC=C1*,0.198
CC1=CC(CC2=CC(C)=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C2=CC3=C(C=C2)C(=O)N(*)C3=O)=CC=C1*,0.0278
CC1=CC(CC2=CC(C)=C(N3C(=O)C4=CC5=C(C=C4C3=O)C(=O)N(*)C5=O)C(C)=C2)=CC(C)=C1*,8.21
CC1=CC(CC2=CC(C)=C(N3C(=O)C4=CC=C(C=C4C3=O)C(C3=CC4=C(C=C3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)C(C)=C2)=CC(C)=C1*,1.45
CC1=CC(CC2=CC(C)=C(N3C(=O)C4=CC=C(C=C4C3=O)C3=CC4=C(C=C3)C(=O)N(*)C4=O)C(C)=C2)=CC(C)=C1*,0.818
CC1=CC(CC2=CC(C)=C(OC3=CC=C(C=C3)S(=O)(=O)C3=CC=C(O*)C=C3)C(C)=C2)=CC(C)=C1*,0.577
CC1=CC(OC2=CC3=C(C=C2)C(=O)N(C3=O)C2=C(C)C(*)=CC(C)=C2C)=C(OC2=CC=C3C(=O)N(*)C(=O)C3=C2)C=C1,0.57
CC1=CC(OC2=CC3=C(C=C2)C(=O)N(C3=O)C2=C(C)C(C)=C(*)C(C)=C2C)=C(OC2=CC=C3C(=O)N(*)C(=O)C3=C2)C=C1,0.47
CC1=CC(OC2=CC=C(C=C2)C2(C3=C(C=CC=C3)C3=C2C=CC=C3)C2=CC=C(OC3=CC=C(N4C(=O)C5=C(C=C(C=C5)C(C5=CC=C6C(=O)N(*)C(=O)C6=C5)(C(F)(F)F)C(F)(F)F)C4=O)C(C)=C3)C=C2)=CC=C1*,0.34
CC1=CC(OC2=CC=C(C=C2)C2(OC(=O)C3=CC=CC=C23)C2=CC=C(OC3=CC=C(N4C(=O)C5=C(C=C(C=C5)C(C5=CC6=C(C=C5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)C4=O)C(C)=C3)C=C2)=CC=C1*,0.56
CC1=CC2=C(C3C4=C(C=CC=C4)C2C2=C3C(C)=C(N3C(=O)C4=C(C=C(C=C4)C(C4=CC=C5C(=O)N(*)C(=O)C5=C4)(C(F)(F)F)C(F)(F)F)C3=O)C(C)=C2)C(C)=C1*,121.0
CC1=CC2=C(C3C4=C(C=CC=C4)C2C2=C3C(C)=C(N3C(=O)C4=C(C=C5C(=O)N(*)C(=O)C5=C4)C3=O)C(C)=C2)C(C)=C1*,238.0
CC1=CC2=C(C3C4=C(C=CC=C4)C2C2=C3C(C)=C(N3C(=O)C4=CC=C5C(=O)N(*)C(=O)C6=C5C4=C(C=C6)C3=O)C(C)=C2)C(C)=C1*,122.0
CC1=CC2=C(C3C4=C(C=CC=C4)C2C2=C3C(C)=C(N3C(=O)C4C(C5C=CC4C4C5C(=O)N(*)C4=O)C3=O)C(C)=C2)C(C)=C1*,69.0
CC1=CC2=C(C=C1*)S(=O)(=O)C1=CC(N3C(=O)C4=CC5=C(C=C4C3=O)S(=O)(=O)C3=CC4=C(C=C3S5(=O)=O)C(=O)N(*)C4=O)=C(C)C=C21,0.59
CC1=CC2=C(C=C1*)S(=O)(=O)C1=CC(N3C(=O)C4=CC=C(C=C4C3=O)C(C3=CC4=C(C=C3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)=C(C)C=C21,1.7349999999999999
CC1=CC2=C(C=C1*)S(=O)(=O)C1=CC(N3C(=O)C4=CC=C(C=C4C3=O)C3=CC4=C(C=C3)C(=O)N(*)C4=O)=C(C)C=C21,0.037
CC1=CC2=C(C=C1*)S(=O)(=O)C1=CC(N3C(=O)C4=CC=C(C=C4C3=O)S(=O)(=O)C3=CC4=C(C=C3)C(=O)N(*)C4=O)=C(C)C=C21,0.244
CC1=CC2=C(C=C1C)C1(C3=C(C=C(C)C(C)=C3)C3=C1C=C1OC4=C(OC1=C3)C(C#N)=C(*)C(*)=C4C#N)C1=C2C=C(O*)C(O*)=C1,1102.0
CC1=CC2=C(C=C1OC1=CC=C(*)C=C1)C(C)(C)CC1(CC(C)(C)C3=CC(OC4=CC=C(*)C=C4)=C(C)C=C3O1)O2,0.77
CC1=CC2C(C=C1*)S(=O)(=O)C1=C2C=C(C)C(=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C(F)(F)F)C(F)(F)F,2.51
CC1=CC=C(C)C(OC2=CC=C3C(=O)N(*)C(=O)C3=C2)=C1OC1=CC2=C(C=C1)C(=O)N(C2=O)C1=C(C)C(C)=C(*)C(C)=C1C,1.9
CC1=CC=C(C=C1)C(*)=C(*)C1=CC=C2C(=C1)C(C)(C)CC2(C)C,10100.0
CC1=CC=C(C=C1)C(*)C*,2.2
CC1=CC=C(C=C1)C(=O)C1=C(*)C=C(C)C(O*)=C1C,1.49
CC1=CC=C(C=C1)C(=O)OC(*)C*,0.417
CC1=CC=C(C=C1)C1=C(C2=CC=C(C)C=C2)C(C2=CC=C3OC4=C(OC3=C2)C(C#N)=C(*)C(*)=C4C#N)=C(C2=CC=C(C)C=C2)C(C2=CC=C(C)C=C2)=C1C1=CC=C(O*)C(O*)=C1,132.0
CC1=CC=C(OC2=CC3=C(C=C2C2=C(OC4=CC=C(C)C=C4)C=C4C(=O)N(C(=O)C4=C2)C2=CC=C(OC4=CC=C(*)C=C4)C=C2)C(=O)N(*)C3=O)C=C1,1.45
CC1=CC=CC(OC2=CC=C3C(=O)N(*)C(=O)C3=C2)=C1OC1=CC2=C(C=C1)C(=O)N(C2=O)C1=C(C)C(C)=C(*)C(C)=C1C,0.7
CC1=CC=CC=C1C(=O)OC(*)C*,0.115
CC1CC(*)C(Br)C(C)C1O*,3.6799999999999997
CCC(C)OP(*)(OC(C)CC)=N*,39.1
CCC1(C)CC2(C(C)C(C)(CC)C3=CC4=C(OC5=C(O4)C(C#N)=C(*)C(*)=C5C#N)C=C23)C2=CC(O*)=C(O*)C=C12,580.0
CCCC(*)=C(C)*,21.0
CCCCCC(*)=C(C)*,51.0
CCCCCCC(*)=C(C)*,64.0
CCCCCCCC(*)=C(C)*,83.5
CCCCCCCCCCCCCCOC(=O)C(*)C*,65.1
CCCCCCCCCCOC(=O)C(*)C*,47.8
CCCCCCCCCCSC#CC,58.0
CCCCCCCCSC#CC,48.0
CCCCCCCC[Si](C)(*)O*,313.0
CCCCCCCC[Si](C)(C)C(\*)=C(\C)*,13.0
CCCCCCSC#CC,45.0
CCCCOP(*)(OCCCC)=N*,196.0
CCCCSC#CC,89.0
CCCC[Si](C)(C)C(\*)=C(\C)*,17.0
CCC[Si](C)(*)O*,570.0
CCC[Si](C)(C)C(\*)=C(\C)*,44.0
CCN1C2C=CC(*)=CC2C2=C1C=CC(=C2)N1C(=O)C2=CC=C(C=C2C1=O)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C(F)(F)F)C(F)(F)F,1.03
CCOC(=O)C(*)C*,14.9
CCOC(=O)C(C)(*)C*,0.347
CCOC1C(*)C(COC(=O)NC(C)(C)C)OC(O*)C1OCC,9.45
CCOCC1OC(CO*)C(OCC)C(OCC)C1*,6.1
CCOCC1OC(O*)C(OCC)C(OCC)C1*,9.2
CCOCCOC(=O)C(C)(*)C*,1.23
CCOCCOCCOC(=O)C(C)(*)C*,11.4
CCOCCOCCOCCOC(=O)C(C)(*)C*,4.8
CCSC#CC,20.0
CC[Si](C)(*)O*,474.0
CC[Si](C)(C)C(\*)=C(\C)*,1200.0
CN1C(*)=CC=C1*,0.22
COC(=O)C(*)C*,0.26249999999999996
COC(=O)C(C)(*)C*,0.00565
COC1=CC(=CC=C1N1C(=O)C2=C(C=C(OC3=C(OC4=CC=C5C(=O)N(*)C(=O)C5=C4)C=CC(=C3)C(C)(C)C)C=C2)C1=O)C1=CC(OC)=C(*)C=C1,0.16
COC1=CC=C(C=C1)C(*)C*,0.91
COC1=CC=C(C=C1)N(C1=CC=C(*)C=C1)C1=CC=C(C=C1)N1C(=O)C2=C(C=C(C=C2)C(C2=CC=C3C(=O)N(*)C(=O)C3=C2)(C(F)(F)F)C(F)(F)F)C1=O,0.5
COC1=CC=C(C=C1)N(C1=CC=C(OC)C=C1)C1=CC=C(C=C1)N(C1=CC=C(*)C=C1)C1=CC=C(C=C1)N1C(=O)C2=C(C=C(C=C2)C(C2=CC=C3C(=O)N(*)C(=O)C3=C2)(C(F)(F)F)C(F)(F)F)C1=O,0.4
COCCOCCOP(*)(OCCOCCOC)=N*,11.0
CP(*)(=N*)C1=CC=CC=C1,0.7
C[Ge](C)(C)C1CC2C1C1CC2C(*)C1*,620.0
C[Ge](C)(C)C1CCCCC1C(*)=C*,53.5
C[Si](*)(CCC(F)(F)F)O*,201.0
C[Si](*)(O*)C1=CC=CC=C1,36.0
C[Si](C)(*)C*,130.0
C[Si](C)(*)C1=CC=C(C=C1)[Si](C)(C)CC*,0.53
C[Si](C)(*)C1=CC=C(C=C1)[Si](C)(C)O*,12.0
C[Si](C)(*)C1=CC=CC(=C1)[Si](C)(C)O*,106.0
C[Si](C)(*)CCC*,8.4
C[Si](C)(*)CCCCCCCC[Si](C)(C)O*,360.0
C[Si](C)(*)CCCCCC[Si](C)(C)O*,395.0
C[Si](C)(*)CC[Si](C)(C)O*,597.0
C[Si](C)(*)O*,1353.0
C[Si](C)(C)C(*)C*,18.0
C[Si](C)(C)C1=CC(=CC=C1)C(*)=C(*)C1=CC=CC=C1,1500.0
C[Si](C)(C)C1=CC=C(C=C1)C(*)=C(*)C1=CC2=C(C=C1)C1=C(C2)C=CC=C1,2000.0
C[Si](C)(C)C1=CC=C(C=C1)C(*)=C(*)C1=CC2=C(C=C1)C1=C(C=CC=C1)C=C2,500.0
C[Si](C)(C)C1=CC=C(C=C1)C(*)=C(*)C1=CC=C2C3=C(C=CC=C3)C3(CC3)C2=C1,1500.0
C[Si](C)(C)C1=CC=C(C=C1)C(*)=C(*)C1=CC=C2CCCC2=C1,470.0
C[Si](C)(C)C1=CC=C(C=C1)C(*)=C(*)C1=CC=CC=C1,1550.0
C[Si](C)(C)C1=CC=C(C=C1)C(*)C*,34.0
C[Si](C)(C)C1=CC=C(C=C1)C1=CC=C(C=C1)C(*)=C(*)C1=CC=CC=C1,450.0
C[Si](C)(C)C1=CC=C(OP(*)(OC2=CC=CC=C2)=NP(OC2=CC=C(Br)C=C2)(OC2=CC=C(C=C2)[Si](C)(C)C)=N*)C=C1,23.3
C[Si](C)(C)C1C2C(C1[Si](C)(C)C)C1CC2C(*)C1*,3310.0
C[Si](C)(C)C1CC(*)CC1\C=C\*,17.0
C[Si](C)(C)C1CC2C1C1CC2C(*)C1*,1010.0
C[Si](C)(C)C1CC2CC1C(*)C2*,1090.0
C[Si](C)(C)CC1=CC=C(C=C1)C(*)=C(*)C1=CC=CC=C1,120.0
C[Si](C)(C)CC1=CC=C(C=C1)C(*)C*,7.8
C[Si](C)(C)C[Si](C)(C)C1CC(*)CC1\C=C\*,8.5
C[Si](C)(C)OC(O[Si](C)(C)C)(O[Si](C)(C)C)C1CC2C1C1CC2C(*)C1*,1250.0
C[Si](C)(C)O[Si](O[Si](C)(C)C)(O[Si](C)(C)C)C1C2C(C1[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)C(C*)CC2C*,215.0
C[Si](C)(C)O[Si](O[Si](C)(C)C)(O[Si](C)(C)C)C1C2C(C1[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)C(CC2C=*)C=*,300.0
C[Si](C)(C1=CC=C(C=C1)C(*)=O)C1=CC=C(C=C1)C(*)=O,1.39
C[Si](C)(C1=CC=C2C(=O)N(*)C(=O)C2=C1)C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(*)C=C1,0.064
C[Si](C)(C1=CC=C2C(=O)N(*)C(=O)C2=C1)C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(OC2=CC=C(*)C=C2)C=C1,0.161
C[Si](C)(C1=CC=CC=C1)C1=CC=C(OP(*)(OC2=CC=CC=C2)=NP(OC2=CC=C(Br)C=C2)(OC2=CC=C(C=C2)[Si](C)(C)C2=CC=CC=C2)=N*)C=C1,5.8
C[Si](C)(CCCC(F)(F)F)C1=CC=C(C=C1)C(*)C*,22.0
C[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=C(OP(*)(OC2=CC=CC=C2)=NP(OC2=CC=C(Br)C=C2)(OC2=CC=C(C=C2)[Si](C)(C2=CC=CC=C2)C2=CC=CC=C2)=N*)C=C1,0.43
C\C(*)=C(/*)C1=CC=C(C=C1)[Si](C)(C)C,200.0
C\C(*)=C(/*)[Si](C)(C)C,15000.0
C\C(*)=C(/*)[Si](C)(C)C1=CC=CC=C1,1.7
C\C(C*)=C(\C)C*,0.786
C\C(C*)=C\C*,29.55
ClC(*)C*,0.0263
ClC(Cl)=C(C1=CC=C(*)C=C1)C1=CC=C(OC(=O)O*)C=C1,0.27
ClC1=CC(*)=CC=C1CC1=C(Cl)C=C(C=C1)N1C(=O)C2=CC=C(C=C2C1=O)C1=CC2=C(C=C1)C(=O)N(*)C2=O,0.0055
ClC1=CC(CC2=CC(Cl)=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C2=CC3=C(C=C2)C(=O)N(*)C3=O)=CC=C1*,0.0164
ClC1=CC=C(C=C1)C(*)C*,0.26
ClCC(*)CO*,0.657
Cl\C(C*)=C\C*,3.28
FC(F)(*)C(F)(F)*,10.0
FC(F)(*)C*,0.02
FC(F)(*)C1(F)OC(F)(F)C(F)(F)C1(F)C(F)(F)*,2.0
FC(F)(F)C(*)(C1=CC=C(C=C1)C1=CC=C(*)C=C1)C(F)(F)F,34.0
FC(F)(F)C(*)(C1=CC=C(C=C1)C1=NC2=C(O1)C=CC(=C2)C(C1=CC=C2OC(=NC2=C1)C1=CC=C(C=C1)C(C1=CC=C2C3=NC4=C(C=CC(=C4)C4=CC5=C(C=C4)N=C4N5C(=O)C5=C4C=C(*)C=C5)N3C(=O)C2=C1)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,46.0
FC(F)(F)C(*)(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=C(*)C=C1,10.0
FC(F)(F)C(*)(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(*)C=C1,13.0
FC(F)(F)C(*)(C1=CC=CC=C1)C1=CC=C(OC2=CC=C(*)C=C2)C=C1,0.65
FC(F)(F)C(C1=CC(*)=C(C=C1)C(*)=O)(C1=CC=C2C3=NC4=CC5=C(C=C4N3C(=O)C2=C1)N(*)C(*)=N5)C(F)(F)F,0.911
FC(F)(F)C(C1=CC(*)=CC=C1)(C1=CC(=CC=C1)C1=NN=C(*)N1C1=CC=CC=C1)C(F)(F)F,4.66
FC(F)(F)C(C1=CC(*)=CC=C1)(C1=CC=CC(=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(=O)C1=CC2C(C=C1)C(=O)N(*)C2=O)C(F)(F)F,0.014
FC(F)(F)C(C1=CC(Br)=C(O*)C(Br)=C1)(C1=CC(Br)=C(OC(*)=O)C(Br)=C1)C(F)(F)F,0.89
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC2=C(C=C1)C(=O)N(C2=O)C1=CC2=C(C=C1)C1C3=C(C=CC=C3)C2C2=C1C=C(*)C=C2)C(F)(F)F ,7.2
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC2=C(C=C1)C(=O)N(C2=O)C1=CC2=CC=C3OC4CC(C3=C2C=C1)C1=C(O4)C=CC2=C1C=CC(*)=C2)C(F)(F)F,0.6
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC2=C(C=C1)C(=O)N(C2=O)C1=CC2=CC=C3OC4OC5=CC=C6C=C(*)C=CC6=C5C4C3=C2C=C1)C(F)(F)F,0.7
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC2=C(C=C1)C(=O)N(C2=O)C1=CC=C(C=C1)C1(C2=C(C=CC=C2)C2=C1C=CC=C2)C1=CC=C(*)C=C1)C(F)(F)F,1.96
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC2=C(C=C1)C(=O)N(C2=O)C1=CC=C(OC2=C(C3=C(C=CC=C3)C=C2)C2=C(OC3=CC=C(*)C=C3)C=CC3=C2C=CC=C3)C=C1)C(F)(F)F,0.22
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC2=C(C=C1)C(=O)N(C2=O)C1=CC=CC=C1OC1=C(C2=C(C=CC=C2)C=C1)C1=C(OC2=C(*)C=CC=C2)C=CC2=C1C=CC=C2)C(F)(F)F,0.07
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=C(Cl)C=C(CC2=CC=C(*)C(Cl)=C2)C=C1)C(F)(F)F,0.121
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC(*)=CC=C1)C(F)(F)F,0.14
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC(=CC=C1)C(C1=CC=CC(*)=C1)(C(F)(F)F)C(F)(F)F)C(F)(F)F,0.08
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC2=C(C=C1)C1C3=C(C=CC=C3)C2C2=C1C=CC(*)=C2)C(F)(F)F,3.6500000000000004
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC2=C(C=C1)C1C=CC(*)=CC1C2)C(F)(F)F,0.63
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC2=C(C=C1)C1C=CC(*)=CC1C2=O)C(F)(F)F,0.129
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(C=C1)C1=NN=C(O1)C1=CC=C(*)C=C1)C(F)(F)F,0.25
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(CC2=CC=C(*)C=C2)C=C1)C(F)(F)F,0.268
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(OC2=CC=C(*)C=C2)C=C1)C(F)(F)F,0.5
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(SC2=CC=C(*)C=C2)C=C1)C(F)(F)F,0.66
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(SC2=CC=C(SC3=CC=C(*)C=C3)C=C2)C=C1)C(F)(F)F,0.28
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(SC2=CC=C(SC3=CC=C(SC4=CC=C(*)C=C4)C=C3)C=C2)C=C1)C(F)(F)F,0.22
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(SC2=CC=C(SC3=CC=C(SC4=CC=C(SC5=CC=C(*)C=C5)C=C4)C=C3)C=C2)C=C1)C(F)(F)F,0.26
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=CC(*)=C1)C(F)(F)F,0.1865
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=CC(OC2=CC(*)=CC=C2)=C1)C(F)(F)F,0.032
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)\C2=N/*)(C1=CC=C2C(=C1)C(=O)N1C3=CC=CC(OC4=CC=C(*)C(*)=C4)=C3N=C21)C(F)(F)F,0.54
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(C2=O)C1=CC(=CC=C1)C(C1=CC(*)=CC=C1)(C(F)(F)F)C(F)(F)F)(C1=CC=C2C(=O)N(*)C(=O)C2=C1)C(F)(F)F,0.08
